ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,LEVEL,INCOME CLASS,DICT RO,SORT
[2025-02] 06-030-15-000,2025-02,2025,[02] February,"Concepcion, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-15-000,Concepcion,Iloilo,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-02] 06-030-16-000,2025-02,2025,[02] February,"Dingle, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-16-000,Dingle,Iloilo,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-02] 06-045-11-000,2025-02,2025,[02] February,"Hinigaran, Negros Occidental",[1] Operational,,,,,[A] Operational,B,06-045-11-000,Hinigaran,Negros Occidental,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-02] 06-030-23-000,2025-02,2025,[02] February,"Janiuay, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-23-000,Janiuay,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-02] 06-030-25-000,2025-02,2025,[02] February,"Lambunao, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-25-000,Lambunao,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-02] 06-006-09-000,2025-02,2025,[02] February,"Laua-An, Antique",[1] Operational,,,,,[A] Operational,A,06-006-09-000,Laua-An,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-02] 06-006-10-000,2025-02,2025,[02] February,"Libertad, Antique",[1] Operational,,,,,[A] Operational,A,06-006-10-000,Libertad,Antique,Region VI (Western Visayas),Municipality,5th,R6,I
[2025-02] 06-045-18-000,2025-02,2025,[02] February,"Manapla, Negros Occidental",[1] Operational,,,,,[A] Operational,B,06-045-18-000,Manapla,Negros Occidental,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-02] 06-030-30-000,2025-02,2025,[02] February,"Miagao, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-30-000,Miagao,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-02] 06-030-31-000,2025-02,2025,[02] February,"Mina, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-31-000,Mina,Iloilo,Region VI (Western Visayas),Municipality,5th,R6,I
[2025-02] 06-045-19-000,2025-02,2025,[02] February,"Moises Padilla, Negros Occidental",[1] Operational,,,,,[A] Operational,B,06-045-19-000,Moises Padilla,Negros Occidental,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-02] 06-030-32-000,2025-02,2025,[02] February,"New Lucena, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-32-000,New Lucena,Iloilo,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-02] 06-004-15-000,2025-02,2025,[02] February,"New Washington, Aklan",[1] Operational,,,,,[A] Operational,A,06-004-15-000,New Washington,Aklan,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-02] 06-030-34-000,2025-02,2025,[02] February,"Oton, Iloilo",[8] Withdraw,,,,,[D] Withdraw,B,06-030-34-000,Oton,Iloilo,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-02] 06-006-11-000,2025-02,2025,[02] February,"Pandan, Antique",[1] Operational,,,,,[A] Operational,A,06-006-11-000,Pandan,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-02] 06-006-12-000,2025-02,2025,[02] February,"Patnongon, Antique",[1] Operational,,,,,[A] Operational,A,06-006-12-000,Patnongon,Antique,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-02] 06-030-40-000,2025-02,2025,[02] February,"San Joaquin, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-40-000,San Joaquin,Iloilo,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-02] 06-006-14-000,2025-02,2025,[02] February,"San Remigio, Antique",[1] Operational,,,,,[A] Operational,A,06-006-14-000,San Remigio,Antique,Region VI (Western Visayas),Municipality,3rd,R6,I
[2025-02] 06-030-43-000,2025-02,2025,[02] February,"Santa Barbara, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-43-000,Santa Barbara,Iloilo,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-02] 06-019-15-000,2025-02,2025,[02] February,"Sapi-An, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-15-000,Sapi-An,Capiz,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-02] 06-030-44-000,2025-02,2025,[02] February,"Sara, Iloilo",[1] Operational,,,,,[A] Operational,B,06-030-44-000,Sara,Iloilo,Region VI (Western Visayas),Municipality,2nd,R6,I
[2025-02] 06-006-15-000,2025-02,2025,[02] February,"Sebaste, Antique",[5] For Training,,,,,[C] For Training/Others,B,06-006-15-000,Sebaste,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-02] 06-004-17-000,2025-02,2025,[02] February,"Tangalan, Aklan",[1] Operational,,,,,[A] Operational,A,06-004-17-000,Tangalan,Aklan,Region VI (Western Visayas),Municipality,5th,R6,I
[2025-02] 06-019-17-000,2025-02,2025,[02] February,"Tapaz, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-17-000,Tapaz,Capiz,Region VI (Western Visayas),Municipality,1st,R6,I
[2025-02] 06-006-07-000,2025-02,2025,[02] February,"Tobias Fornier, Antique",[8] Withdraw,,,,,[D] Withdraw,B,06-006-07-000,Tobias Fornier,Antique,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-02] 06-030-47-000,2025-02,2025,[02] February,"Zarraga, Iloilo",[5] For Training,,,,,[C] For Training/Others,B,06-030-47-000,Zarraga,Iloilo,Region VI (Western Visayas),Municipality,4th,R6,I
[2025-02] 14-032-13-000,2025-02,2025,[02] February,"City of Tabuk, Kalinga",[1] Operational,,,,,[A] Operational,B,14-032-13-000,City of Tabuk,Kalinga,Cordillera Administrative Region (CAR),City,5th,CAR,B
[2025-02] 07-022-01-000,2025-02,2025,[02] February,"Alcantara, Cebu",[3] Ongoing Data Build-up,90%,,,,[B] Developmental,B,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-02] 07-046-01-000,2025-02,2025,[02] February,"Amlan, Negros Oriental",[3] Ongoing Data Build-up,25%,"For refresher Training;
to be scheduled next year",,,[B] Developmental,B,07-046-01-000,Amlan,Negros Oriental,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-02] 07-022-05-000,2025-02,2025,[02] February,"Argao, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-05-000,Argao,Cebu,Region VII (Central Visayas),Municipality,1st,R7,J
[2025-02] 07-022-08-000,2025-02,2025,[02] February,"Balamban, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-08-000,Balamban,Cebu,Region VII (Central Visayas),Municipality,1st,R7,J
[2025-02] 07-046-05-000,2025-02,2025,[02] February,"Basay, Negros Oriental",[1] Operational,,,,,[A] Operational,B,07-046-05-000,Basay,Negros Oriental,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-02] 07-012-09-000,2025-02,2025,[02] February,"Buenavista, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-09-000,Buenavista,Bohol,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-02] 07-012-11-000,2025-02,2025,[02] February,"Candijay, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-11-000,Candijay,Bohol,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-02] 07-046-08-000,2025-02,2025,[02] February,"City of Canlaon, Negros Oriental",[1] Operational,,,,,[A] Operational,B,07-046-08-000,City of Canlaon,Negros Oriental,Region VII (Central Visayas),City,4th,R7,J
[2025-02] 07-313-00-000,2025-02,2025,[02] February,"City of Mandaue, Cebu",[3] Ongoing Data Build-up,25%,,,,[B] Developmental,A,07-313-00-000,City of Mandaue,Cebu,Region VII (Central Visayas),City,1st,R7,J
[2025-02] 07-022-18-000,2025-02,2025,[02] February,"Compostela, Cebu",[3] Ongoing Data Build-up,75%,,,,[B] Developmental,B,07-022-18-000,Compostela,Cebu,Region VII (Central Visayas),Municipality,3rd,R7,J
[2025-02] 07-022-21-000,2025-02,2025,[02] February,"Daanbantayan, Cebu",[3] Ongoing Data Build-up,75%,,,,[B] Developmental,B,07-022-21-000,Daanbantayan,Cebu,Region VII (Central Visayas),Municipality,1st,R7,J
[2025-02] 07-012-18-000,2025-02,2025,[02] February,"Danao, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-18-000,Danao,Bohol,Region VII (Central Visayas),Municipality,4th*,R7,J
[2025-02] 07-022-28-000,2025-02,2025,[02] February,"Madridejos, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-28-000,Madridejos,Cebu,Region VII (Central Visayas),Municipality,4th,R7,J
[2025-02] 07-022-32-000,2025-02,2025,[02] February,"Minglanilla, Cebu",[7] To Follow-up,,"For Refresher Training;
to be scheduled next year",,,[C] For Training/Others,B,07-022-32-000,Minglanilla,Cebu,Region VII (Central Visayas),Municipality,1st,R7,J
[2025-02] 07-022-37-000,2025-02,2025,[02] February,"Pinamungajan, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-37-000,Pinamungajan,Cebu,Region VII (Central Visayas),Municipality,2nd,R7,J
[2025-02] 07-022-40-000,2025-02,2025,[02] February,"Samboan, Cebu",[6] With Concerns,,Waiting for withdrawal letter,,,[C] For Training/Others,B,07-022-40-000,Samboan,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-02] 07-022-42-000,2025-02,2025,[02] February,"San Francisco, Cebu",[2] Pilot Testing,100%,"Done Refresher Training last Septmber 17-19, 2024 for the new personnel in-charge | Waiting for actual transaction",,,[B] Developmental,B,07-022-42-000,San Francisco,Cebu,Region VII (Central Visayas),Municipality,3rd,R7,J
[2025-02] 07-046-17-000,2025-02,2025,[02] February,"San Jose, Negros Oriental",[2] Pilot Testing,25%,"For Refresher Training;
to be scheduled next year",,,[B] Developmental,B,07-046-17-000,San Jose,Negros Oriental,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-02] 07-012-44-000,2025-02,2025,[02] February,"Trinidad, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-44-000,Trinidad,Bohol,Region VII (Central Visayas),Municipality,3rd,R7,J
[2025-02] 07-022-52-000,2025-02,2025,[02] February,"Tuburan, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-52-000,Tuburan,Cebu,Region VII (Central Visayas),Municipality,2nd,R7,J
[2025-02] 07-022-53-000,2025-02,2025,[02] February,"Tudela, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-53-000,Tudela,Cebu,Region VII (Central Visayas),Municipality,5th,R7,J
[2025-02] 08-037-01-000,2025-02,2025,[02] February,"Abuyog, Leyte",[2] Pilot Testing,80%,,For refresher training this March 2025,For refresher training this March 2025,[B] Developmental,B,08-037-01-000,Abuyog,Leyte,Region VIII (Eastern Visayas),Municipality,1st*,R8,K
[2025-02] 08-037-02-000,2025-02,2025,[02] February,"Alangalang, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-02] 08-060-02-000,2025-02,2025,[02] February,"Basey, Samar",[1] Operational,,,,,[A] Operational,B,08-060-02-000,Basey,Samar,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2025-02] 08-037-15-000,2025-02,2025,[02] February,"Carigara, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-15-000,Carigara,Leyte,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-02] 08-026-04-000,2025-02,2025,[02] February,"City of Borongan, Eastern Samar",[1] Operational,,,,,[A] Operational,A,08-026-04-000,City of Borongan,Eastern Samar,Region VIII (Eastern Visayas),City,1st (as Mun),R8,K
[2025-02] 08-064-07-000,2025-02,2025,[02] February,"City of Maasin, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-07-000,City of Maasin,Southern Leyte,Region VIII (Eastern Visayas),City,4th,R8,K
[2025-02] 08-060-07-000,2025-02,2025,[02] February,"Gandara, Samar",[2] Pilot Testing,95%,Internet Connectivity Issues - Unstable Connection,Forwarded follow letter to LGU regarding their implementation but no response.,,[B] Developmental,B,08-060-07-000,Gandara,Samar,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-02] 08-026-09-000,2025-02,2025,[02] February,"Guiuan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-09-000,Guiuan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-02] 08-037-20-000,2025-02,2025,[02] February,"Hindang, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-20-000,Hindang,Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-02] 08-037-24-000,2025-02,2025,[02] February,"Javier, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-24-000,Javier,Leyte,Region VIII (Eastern Visayas),Municipality,4th*,R8,K
[2025-02] 08-060-09-000,2025-02,2025,[02] February,"Jiabong, Samar",[1] Operational,,,,,[A] Operational,B,08-060-09-000,Jiabong,Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-02] 08-078-06-000,2025-02,2025,[02] February,"Kawayan, Biliran",[8] Withdraw,,,,,[D] Withdraw,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-02] 08-037-28-000,2025-02,2025,[02] February,"La Paz, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-28-000,La Paz,Leyte,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-02] 08-037-29-000,2025-02,2025,[02] February,"Leyte, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-29-000,Leyte,Leyte,Region VIII (Eastern Visayas),Municipality,4th*,R8,K
[2025-02] 08-064-08-000,2025-02,2025,[02] February,"Macrohon, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-08-000,Macrohon,Southern Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-02] 08-078-08-000,2025-02,2025,[02] February,"Naval, Biliran",[1] Operational,,,,,[A] Operational,A,08-078-08-000,Naval,Biliran,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-02] 08-037-39-000,2025-02,2025,[02] February,"Palo, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-39-000,Palo,Leyte,Region VIII (Eastern Visayas),Municipality,3rd,R8,K
[2025-02] 08-048-15-000,2025-02,2025,[02] February,"Pambujan, Northern Samar",[1] Operational,,,,,[A] Operational,A,08-048-15-000,Pambujan,Northern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-02] 08-037-41-000,2025-02,2025,[02] February,"Pastrana, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-41-000,Pastrana,Leyte,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2025-02] 08-064-14-000,2025-02,2025,[02] February,"San Juan, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-14-000,San Juan,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-02] 08-048-20-000,2025-02,2025,[02] February,"San Roque, Northern Samar",[1] Operational,,,,,[A] Operational,A,08-048-20-000,San Roque,Northern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2025-02] 08-064-17-000,2025-02,2025,[02] February,"Sogod, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-17-000,Sogod,Southern Leyte,Region VIII (Eastern Visayas),Municipality,2nd,R8,K
[2025-02] 08-064-18-000,2025-02,2025,[02] February,"Tomas Oppus, Southern Leyte",[1] Operational,,,,,[A] Operational,A,08-064-18-000,Tomas Oppus,Southern Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2025-02] 08-037-26-000,2025-02,2025,[02] February,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2025-02] 11-025-03-000,2025-02,2025,[02] February,"Boston, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-03-000,Boston,Davao Oriental,Region XI (Davao Region),Municipality,3rd,R11,P
[2025-02] 11-025-05-000,2025-02,2025,[02] February,"Cateel, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-05-000,Cateel,Davao Oriental,Region XI (Davao Region),Municipality,2nd,R11,P
[2025-02] 11-024-03-000,2025-02,2025,[02] February,"City of Digos, Davao del Sur",[1] Operational,,,,,[A] Operational,B,11-024-03-000,City of Digos,Davao del Sur,Region XI (Davao Region),City,2nd,R11,P
[2025-02] 11-025-09-000,2025-02,2025,[02] February,"City of Mati, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-09-000,City of Mati,Davao Oriental,Region XI (Davao Region),City,5th,R11,P
[2025-02] 11-025-07-000,2025-02,2025,[02] February,"Lupon, Davao Oriental",[1] Operational,,,,,[A] Operational,B,11-025-07-000,Lupon,Davao Oriental,Region XI (Davao Region),Municipality,1st,R11,P
[2025-02] 11-024-08-000,2025-02,2025,[02] February,"Malalag, Davao del Sur",[1] Operational,,,,,[A] Operational,A,11-024-08-000,Malalag,Davao del Sur,Region XI (Davao Region),Municipality,2nd,R11,P
[2025-02] 11-025-08-000,2025-02,2025,[02] February,"Manay, Davao Oriental",[1] Operational,,,,,[A] Operational,A,11-025-08-000,Manay,Davao Oriental,Region XI (Davao Region),Municipality,2nd,R11,P
[2025-02] 11-082-05-000,2025-02,2025,[02] February,"Maragusan, Davao de Oro",[1] Operational,,,,,[A] Operational,B,11-082-05-000,Maragusan,Davao de Oro,Region XI (Davao Region),Municipality,1st,R11,P
[2025-02] 11-024-10-000,2025-02,2025,[02] February,"Matanao, Davao del Sur",[1] Operational,,,,,[A] Operational,A,11-024-10-000,Matanao,Davao del Sur,Region XI (Davao Region),Municipality,2nd,R11,P
[2025-02] 11-024-11-000,2025-02,2025,[02] February,"Padada, Davao del Sur",[1] Operational,,,,,[A] Operational,B,11-024-11-000,Padada,Davao del Sur,Region XI (Davao Region),Municipality,3rd,R11,P
[2025-02] 11-024-14-000,2025-02,2025,[02] February,"Sulop, Davao del Sur",[1] Operational,,,,,[A] Operational,A,11-024-14-000,Sulop,Davao del Sur,Region XI (Davao Region),Municipality,3rd,R11,P
[2025-02] 11-025-11-000,2025-02,2025,[02] February,"Tarragona, Davao Oriental",[1] Operational,,,,,[A] Operational,B,11-025-11-000,Tarragona,Davao Oriental,Region XI (Davao Region),Municipality,3rd,R11,P
[2025-02] 11-025-06-000,2025-02,2025,[02] February,"Governor Generoso, Davao Oriental",[2] Pilot Testing,25%,,,,[B] Developmental,A,11-025-06-000,Governor Generoso,Davao Oriental,Region XI (Davao Region),Municipality,2nd,R11,P
[2025-02] 11-024-12-000,2025-02,2025,[02] February,"Santa Cruz, Davao del Sur",[3] Ongoing Data Build-up,100%,,,,[B] Developmental,A,11-024-12-000,Santa Cruz,Davao del Sur,Region XI (Davao Region),Municipality,1st,R11,P
[2025-02] 16-003-12-000,2025-02,2025,[02] February,"Trento, Agusan del Sur",[2] Pilot Testing,100%,,,,[B] Developmental,B,16-003-12-000,Trento,Agusan del Sur,Region XIII (Caraga),Municipality,1st,R13,O
[2025-02] 16-002-07-000,2025-02,2025,[02] February,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,A,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2025-02] 16-068-02-000,2025-02,2025,[02] February,"Bayabas, Surigao del Sur",[1] Operational,,,,,[A] Operational,A,16-068-02-000,Bayabas,Surigao del Sur,Region XIII (Caraga),Municipality,5th,R13,O
[2025-02] 16-068-06-000,2025-02,2025,[02] February,"Carmen, Surigao del Sur",[1] Operational,,,,,[A] Operational,A,16-068-06-000,Carmen,Surigao del Sur,Region XIII (Caraga),Municipality,5th,R13,O
[2025-02] 16-068-12-000,2025-02,2025,[02] February,"Lingig, Surigao del Sur",[7] To Follow-up,,Last Status: For Data Buildup,A notice of unutilization was served. Still waiting for response letter,,[C] For Training/Others,B,16-068-12-000,Lingig,Surigao del Sur,Region XIII (Caraga),Municipality,2nd,R13,O
[2025-02] 16-068-15-000,2025-02,2025,[02] February,"San Agustin, Surigao del Sur",[2] Pilot Testing,100%,,,,[B] Developmental,A,16-068-15-000,San Agustin,Surigao del Sur,Region XIII (Caraga),Municipality,4th,R13,O
[2025-02] 16-068-16-000,2025-02,2025,[02] February,"San Miguel, Surigao del Sur",[2] Pilot Testing,95%,,,,[B] Developmental,B,16-068-16-000,San Miguel,Surigao del Sur,Region XIII (Caraga),Municipality,1st,R13,O
[2025-02] 16-068-17-000,2025-02,2025,[02] February,"Tagbina, Surigao del Sur",[1] Operational,,,,,[A] Operational,A,16-068-17-000,Tagbina,Surigao del Sur,Region XIII (Caraga),Municipality,2nd,R13,O
[2025-02] 16-068-18-000,2025-02,2025,[02] February,"Tago, Surigao del Sur",[1] Operational,,,,,[A] Operational,B,16-068-18-000,Tago,Surigao del Sur,Region XIII (Caraga),Municipality,2nd,R13,O
[2025-02] 16-067-23-000,2025-02,2025,[02] February,"Socorro, Surigao del Norte",[1] Operational,,,,,[A] Operational,B,16-067-23-000,Socorro,Surigao del Norte,Region XIII (Caraga),Municipality,4th,R13,O
[2025-02] 16-067-25-000,2025-02,2025,[02] February,"Tagana-An, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-25-000,Tagana-An,Surigao del Norte,Region XIII (Caraga),Municipality,5th*,R13,O
[2025-02] 16-067-27-000,2025-02,2025,[02] February,"Tubod, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-27-000,Tubod,Surigao del Norte,Region XIII (Caraga),Municipality,5th,R13,O
[2025-02] 10-035-01-000,2025-02,2025,[02] February,"Bacolod, Lanao del Norte",[1] Operational,,,,,[A] Operational,B,10-035-01-000,Bacolod,Lanao del Norte,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 10-042-03-000,2025-02,2025,[02] February,"Bonifacio, Misamis Occidental",[3] Ongoing Data Build-up,100%,Assessed onsite. Scheduled for Refresher's Training in February,,,[B] Developmental,B,10-042-03-000,Bonifacio,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 10-042-04-000,2025-02,2025,[02] February,"Calamba, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-04-000,Calamba,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 10-018-01-000,2025-02,2025,[02] February,"Catarman, Camiguin",[2] Pilot Testing,100%,,,,[B] Developmental,B,10-018-01-000,Catarman,Camiguin,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-02] 10-043-08-000,2025-02,2025,[02] February,"City of Gingoog, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-08-000,City of Gingoog,Misamis Oriental,Region X (Northern Mindanao),City,2nd,R10,N
[2025-02] 10-042-15-000,2025-02,2025,[02] February,"City of Tangub, Misamis Occidental",[5] For Training,,,,,[C] For Training/Others,B,10-042-15-000,City of Tangub,Misamis Occidental,Region X (Northern Mindanao),City,4th,R10,N
[2025-02] 10-042-05-000,2025-02,2025,[02] February,"Clarin, Misamis Occidental",[5] For Training,,To schedule in February,,,[C] For Training/Others,B,10-042-05-000,Clarin,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 10-043-06-000,2025-02,2025,[02] February,"Claveria, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-06-000,Claveria,Misamis Oriental,Region X (Northern Mindanao),Municipality,1st,R10,N
[2025-02] 10-043-11-000,2025-02,2025,[02] February,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-02] 10-035-05-000,2025-02,2025,[02] February,"Kapatagan, Lanao del Norte",[1] Operational,,,,,[A] Operational,A,10-035-05-000,Kapatagan,Lanao del Norte,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-02] 10-043-13-000,2025-02,2025,[02] February,"Lagonglong, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-13-000,Lagonglong,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-02] 10-043-15-000,2025-02,2025,[02] February,"Libertad, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-15-000,Libertad,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-02] 10-035-12-000,2025-02,2025,[02] February,"Maigo, Lanao del Norte",[1] Operational,,,,,[A] Operational,A,10-035-12-000,Maigo,Lanao del Norte,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 10-043-18-000,2025-02,2025,[02] February,"Manticao, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-18-000,Manticao,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 10-042-12-000,2025-02,2025,[02] February,"Plaridel, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-12-000,Plaridel,Misamis Occidental,Region X (Northern Mindanao),Municipality,3rd,R10,N
[2025-02] 10-043-22-000,2025-02,2025,[02] February,"Salay, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-22-000,Salay,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 10-042-14-000,2025-02,2025,[02] February,"Sinacaban, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-14-000,Sinacaban,Misamis Occidental,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-02] 10-043-24-000,2025-02,2025,[02] February,"Tagoloan, Misamis Oriental",[8] Withdraw,,Responded. Lack of Manpower,,,[D] Withdraw,B,10-043-24-000,Tagoloan,Misamis Oriental,Region X (Northern Mindanao),Municipality,1st,R10,N
[2025-02] 10-043-25-000,2025-02,2025,[02] February,"Talisayan, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-25-000,Talisayan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 10-035-22-000,2025-02,2025,[02] February,"Tubod, Lanao del Norte",[7] To Follow-up,70%,"Still at 70%, no movement in adding applications",To assess onsite,,[C] For Training/Others,B,10-035-22-000,Tubod,Lanao del Norte,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2025-02] 10-042-01-000,2025-02,2025,[02] February,"Aloran, Misamis Occidental",[2] Pilot Testing,100%,,,Processing on adding inspectors before applying,[B] Developmental,A,10-042-01-000,Aloran,Misamis Occidental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 10-018-03-000,2025-02,2025,[02] February,"Mahinog, Camiguin",[1] Operational,,,,,[A] Operational,A,10-018-03-000,Mahinog,Camiguin,Region X (Northern Mindanao),Municipality,5th,R10,N
[2025-02] 10-043-20-000,2025-02,2025,[02] February,"Naawan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-20-000,Naawan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2025-02] 12-065-01-000,2025-02,2025,[02] February,"Bagumbayan, Sultan Kudarat",[3] Ongoing Data Build-up,90%,,,,[B] Developmental,B,12-065-01-000,Bagumbayan,Sultan Kudarat,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
