REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
2026-01,2026,[01] January,"City of Tangub, Misamis Occidental",[5] Admin Training,[C] For Training/Others,4th,City,4th,R10,
2026-01,2026,[01] January,"Clarin, Misamis Occidental",[5] Admin Training,[C] For Training/Others,4th,Mun,4th,R10,
2026-01,2026,[01] January,"Claveria, Misamis Oriental",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-01,2026,[01] January,"Jasaan, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Kapatagan, Lanao del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Lagonglong, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Libertad, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Mahinog, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Maigo, Lanao del Norte",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Mambajao, Camiguin",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-01,2026,[01] January,"Manticao, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Naawan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Plaridel, Misamis Occidental",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-01,2026,[01] January,"Sagay, Camiguin",[2] UAT,[B] Developmental,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Salay, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Sinacaban, Misamis Occidental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Tagoloan, Misamis Oriental",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R10,
2026-01,2026,[01] January,"Talisayan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Tubod, Lanao del Norte",[7] To Follow-up,[C] For Training/Others,2nd,Mun,2nd,R10,
2026-02,2026,[02] February,"Alimodian, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-02,2026,[02] February,"Anilao, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-02,2026,[02] February,"Balasan, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-02,2026,[02] February,"Barbaza, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-02,2026,[02] February,"Barotac Nuevo, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-02,2026,[02] February,"Barotac Viejo, Iloilo",[5] Admin Training,[C] For Training/Others,3rd,Mun,3rd,R6,
2026-02,2026,[02] February,"Bingawan, Iloilo",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-02,2026,[02] February,"Buenavista, Guimaras",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-02,2026,[02] February,"Bugasong, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-02,2026,[02] February,"Cabatuan, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-02,2026,[02] February,"Calinog, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-02,2026,[02] February,"Concepcion, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-02,2026,[02] February,"Dingle, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-02,2026,[02] February,"Janiuay, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-02,2026,[02] February,"Lambunao, Iloilo",[5] Admin Training,[C] For Training/Others,1st,Mun,1st,R6,
2026-02,2026,[02] February,"Laua-An, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-02,2026,[02] February,"Libertad, Antique",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-02,2026,[02] February,"Miagao, Iloilo",[5] Admin Training,[C] For Training/Others,1st,Mun,1st,R6,
2026-02,2026,[02] February,"Mina, Iloilo",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-02,2026,[02] February,"New Lucena, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-02,2026,[02] February,"New Washington, Aklan",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-02,2026,[02] February,"Oton, Iloilo",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R6,
2026-02,2026,[02] February,"Pandan, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-02,2026,[02] February,"Patnongon, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-02,2026,[02] February,"San Joaquin, Iloilo",[5] Admin Training,[C] For Training/Others,2nd,Mun,2nd,R6,
2026-02,2026,[02] February,"San Remigio, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-02,2026,[02] February,"Santa Barbara, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-02,2026,[02] February,"Sapi-An, Capiz",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-02,2026,[02] February,"Sara, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-02,2026,[02] February,"Sebaste, Antique",[5] Admin Training,[C] For Training/Others,4th,Mun,4th,R6,
2026-02,2026,[02] February,"Tangalan, Aklan",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-02,2026,[02] February,"Tapaz, Capiz",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-02,2026,[02] February,"Tobias Fornier, Antique",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R6,
2026-02,2026,[02] February,"Zarraga, Iloilo",[5] Admin Training,[C] For Training/Others,4th,Mun,4th,R6,
2026-02,2026,[02] February,"Upi, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-02,2026,[02] February,"City of Batac, Ilocos Norte",[1] Live,[A] Live,5th,City,5th,R1,v1
2026-02,2026,[02] February,"City of Laoag, Ilocos Norte",[5] Admin Training,[C] For Training/Others,3rd,City,3rd,R1,
2026-02,2026,[02] February,"Dasol, Pangasinan",[7] To Follow-up,[C] For Training/Others,3rd,Mun,3rd,R1,
2026-02,2026,[02] February,"Laoac, Pangasinan",[7] To Follow-up,[C] For Training/Others,4th,Mun,4th,R1,
2026-02,2026,[02] February,"Pagudpud, Ilocos Norte",[2] UAT,[B] Developmental,4th,Mun,4th,R1,v1
2026-02,2026,[02] February,"Pozorrubio, Pangasinan",[5] Admin Training,[C] For Training/Others,1st,Mun,1st,R1,
2026-02,2026,[02] February,"Dumingag, Zamboanga del Sur",[7] To Follow-up,[C] For Training/Others,2nd,Mun,2nd,R9,
2026-02,2026,[02] February,"Guipos, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-02,2026,[02] February,"Labangan, Zamboanga del Sur",[7] To Follow-up,[C] For Training/Others,3rd,Mun,3rd,R9,
2026-02,2026,[02] February,"Lakewood, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-02,2026,[02] February,"Polanco, Zamboanga del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R9,v1
2026-02,2026,[02] February,"Pres. Manuel A. Roxas, Zamboanga del Norte",[7] To Follow-up,[C] For Training/Others,2nd,Mun,2nd,R9,
2026-02,2026,[02] February,"Rizal, Zamboanga del Norte",[2] UAT,[B] Developmental,5th,Mun,5th,R9,v1
2026-02,2026,[02] February,"San Pablo, Zamboanga del Sur",[7] To Follow-up,[C] For Training/Others,4th,Mun,4th,R9,
2026-02,2026,[02] February,"Siayan, Zamboanga del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R9,v1
2026-02,2026,[02] February,"Sindangan, Zamboanga del Norte",[7] To Follow-up,[C] For Training/Others,1st,Mun,1st,R9,
2026-02,2026,[02] February,"Tabina, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-02,2026,[02] February,"Talipao, Sulu",[1] Live,[A] Live,1st,Mun,1st,BARMM I,v1
2026-02,2026,[02] February,"Titay, Zamboanga Sibugay",[1] Live,[A] Live,2nd,Mun,2nd,R9,v1
2026-02,2026,[02] February,"Amlan, Negros Oriental",[3] System Setup,[B] Developmental,4th,Mun,4th,NIR,v1
2026-02,2026,[02] February,"Basay, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-02,2026,[02] February,"City of Canlaon, Negros Oriental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-02,2026,[02] February,"San Jose, Negros Oriental",[2] UAT,[B] Developmental,5th,Mun,5th,NIR,v1
2026-02,2026,[02] February,"City of Himamaylan, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-02,2026,[02] February,"Hinigaran, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-02,2026,[02] February,"Manapla, Negros Occidental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-02,2026,[02] February,"Moises Padilla, Negros Occidental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-02,2026,[02] February,"City of Sipalay, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-02,2026,[02] February,"City of Bacolod, Negros Occidental",[1] Live,[A] Live,1st,City,1st,NIR,v1
2026-02,2026,[02] February,"City of Kabankalan, Negros Occidental",[1] Live,[A] Live,1st,City,1st,NIR,v1
2026-02,2026,[02] February,"City of Dumaguete, Negros Oriental",[7] To Follow-up,[C] For Training/Others,3rd,City,3rd,NIR,
2026-02,2026,[02] February,"Aloran, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-02,2026,[02] February,"Bacolod, Lanao del Norte",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-02,2026,[02] February,"Baroy, Lanao del Norte",[3] System Setup,[B] Developmental,4th,Mun,4th,R10,v1
2026-02,2026,[02] February,"Bonifacio, Misamis Occidental",[7] To Follow-up,[C] For Training/Others,4th,Mun,4th,R10,
2026-02,2026,[02] February,"Calamba, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-02,2026,[02] February,"Catarman, Camiguin",[2] UAT,[B] Developmental,5th,Mun,5th,R10,v1
2026-02,2026,[02] February,"City of Gingoog, Misamis Oriental",[1] Live,[A] Live,2nd,City,2nd,R10,v1
2026-02,2026,[02] February,"City of Tangub, Misamis Occidental",[5] Admin Training,[C] For Training/Others,4th,City,4th,R10,
2026-02,2026,[02] February,"Clarin, Misamis Occidental",[5] Admin Training,[C] For Training/Others,4th,Mun,4th,R10,
2026-02,2026,[02] February,"Claveria, Misamis Oriental",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-02,2026,[02] February,"Jasaan, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-02,2026,[02] February,"Kapatagan, Lanao del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-02,2026,[02] February,"Lagonglong, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-02,2026,[02] February,"Libertad, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-02,2026,[02] February,"Mahinog, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-02,2026,[02] February,"Maigo, Lanao del Norte",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-02,2026,[02] February,"Mambajao, Camiguin",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-02,2026,[02] February,"Manticao, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-02,2026,[02] February,"Naawan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-02,2026,[02] February,"Plaridel, Misamis Occidental",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-02,2026,[02] February,"Sagay, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-02,2026,[02] February,"Salay, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-02,2026,[02] February,"Sinacaban, Misamis Occidental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-02,2026,[02] February,"Tagoloan, Misamis Oriental",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R10,
2026-02,2026,[02] February,"Talisayan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-02,2026,[02] February,"Tubod, Lanao del Norte",[7] To Follow-up,[C] For Training/Others,2nd,Mun,2nd,R10,
2026-02,2026,[02] February,"Bansalan, Davao del Sur",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-02,2026,[02] February,"Boston, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-02,2026,[02] February,"Carmen, Davao del Norte",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-02,2026,[02] February,"Cateel, Davao Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-02,2026,[02] February,"City of Digos, Davao del Sur",[1] Live,[A] Live,2nd,City,2nd,R11,v1
2026-02,2026,[02] February,"City of Mati, Davao Oriental",[1] Live,[A] Live,5th,City,5th,R11,v1
2026-02,2026,[02] February,"Governor Generoso, Davao Oriental",[2] UAT,[B] Developmental,2nd,Mun,2nd,R11,v1
2026-02,2026,[02] February,"Lupon, Davao Oriental",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-02,2026,[02] February,"Malalag, Davao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-02,2026,[02] February,"Manay, Davao Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-02,2026,[02] February,"Maragusan, Davao de Oro",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-02,2026,[02] February,"Matanao, Davao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-02,2026,[02] February,"Padada, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-02,2026,[02] February,"Santa Cruz, Davao del Sur",[2] UAT,[B] Developmental,1st,Mun,1st,R11,v1
2026-02,2026,[02] February,"Sulop, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-02,2026,[02] February,"Tarragona, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-02,2026,[02] February,"Magsaysay, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-02,2026,[02] February,"New Bataan, Davao de Oro",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-02,2026,[02] February,"Bagumbayan, Sultan Kudarat",[3] System Setup,[B] Developmental,1st,Mun,1st,R12,v1
2026-02,2026,[02] February,"City of Kidapawan, Cotabato",[1] Live,[A] Live,3rd,City,3rd,R12,v1
2026-02,2026,[02] February,"Kabacan, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-02,2026,[02] February,"Lebak, Sultan Kudarat",[7] To Follow-up,[C] For Training/Others,1st,Mun,1st,R12,
2026-02,2026,[02] February,"M'Lang, Cotabato",[3] System Setup,[B] Developmental,1st,Mun,1st,R12,v1
2026-02,2026,[02] February,"Midsayap, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-02,2026,[02] February,"Pigkawayan, Cotabato",[3] System Setup,[B] Developmental,1st,Mun,1st,R12,v1
2026-02,2026,[02] February,"Pikit, Cotabato",[1] Live,[A] Live,1st,Mun,1st,R12,v1
2026-02,2026,[02] February,"Bayabas, Surigao del Sur",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-02,2026,[02] February,"Carmen, Surigao del Sur",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-02,2026,[02] February,"Las Nieves, Agusan del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-02,2026,[02] February,"Lingig, Surigao del Sur",[7] To Follow-up,[C] For Training/Others,2nd,Mun,2nd,R13,
2026-02,2026,[02] February,"San Agustin, Surigao del Sur",[2] UAT,[B] Developmental,4th,Mun,4th,R13,v1
2026-02,2026,[02] February,"San Miguel, Surigao del Sur",[1] Live,[A] Live,1st,Mun,1st,R13,v1
2026-02,2026,[02] February,"Socorro, Surigao del Norte",[1] Live,[A] Live,4th,Mun,4th,R13,v1
2026-02,2026,[02] February,"Tagana-An, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-02,2026,[02] February,"Tagbina, Surigao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-02,2026,[02] February,"Tago, Surigao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R13,v1
2026-02,2026,[02] February,"Trento, Agusan del Sur",[2] UAT,[B] Developmental,1st,Mun,1st,R13,v1
2026-02,2026,[02] February,"Tubod, Surigao del Norte",[1] Live,[A] Live,5th,Mun,5th,R13,v1
2026-02,2026,[02] February,"Alabat, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"Alfonso, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Amadeo, Cavite",[2] UAT,[B] Developmental,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Balayan, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Candelaria, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Cardona, Rizal",[5] Admin Training,[C] For Training/Others,3rd,Mun,3rd,R4A,
2026-02,2026,[02] February,"Cavinti, Laguna",[2] UAT,[B] Developmental,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"General Luna, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"General Nakar, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Gumaca, Quezon",[7] To Follow-up,[C] For Training/Others,1st,Mun,1st,R4A,
2026-02,2026,[02] February,"Infanta, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Lemery, Batangas",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R4A,
2026-02,2026,[02] February,"Lian, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Mabini, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Magallanes, Cavite",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Mauban, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Naic, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Paete, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Pitogo, Quezon",[2] UAT,[B] Developmental,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"Sampaloc, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"San Luis, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-02,2026,[02] February,"San Nicolas, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"Santa Teresita, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-02,2026,[02] February,"Taal, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-02,2026,[02] February,"Tanay, Rizal",[4] For Data Build-up,[B] Developmental,1st,Mun,1st,R4A,v1
2026-02,2026,[02] February,"Alcantara, Cebu",[3] System Setup,[B] Developmental,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Argao, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-02,2026,[02] February,"Balamban, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-02,2026,[02] February,"Buenavista, Bohol",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"Candijay, Bohol",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"City of Mandaue, Cebu",[3] System Setup,[B] Developmental,1st,City,1st,R7,v1
2026-02,2026,[02] February,"Compostela, Cebu",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R7,v1
2026-02,2026,[02] February,"Daanbantayan, Cebu",[3] System Setup,[B] Developmental,1st,Mun,1st,R7,v1
2026-02,2026,[02] February,"Danao, Bohol",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"Madridejos, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-02,2026,[02] February,"Minglanilla, Cebu",[7] To Follow-up,[C] For Training/Others,1st,Mun,1st,R7,
2026-02,2026,[02] February,"Pinamungajan, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v1
2026-02,2026,[02] February,"Samboan, Cebu",[6] With Concerns,[C] For Training/Others,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"San Francisco, Cebu",[2] UAT,[B] Developmental,3rd,Mun,3rd,R7,v1
2026-02,2026,[02] February,"Trinidad, Bohol",[1] Live,[A] Live,3rd,Mun,3rd,R7,v1
2026-02,2026,[02] February,"Tuburan, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v1
2026-02,2026,[02] February,"Tudela, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-02,2026,[02] February,"Abuyog, Leyte",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-02,2026,[02] February,"Alangalang, Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Albuera, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"Basey, Samar",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-02,2026,[02] February,"Bontoc, Southern Leyte",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Caibiran, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Carigara, Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"City of Borongan, Eastern Samar",[1] Live,[A] Live,1st,City,1st,R8,v1
2026-02,2026,[02] February,"City of Catbalogan, Samar",[1] Live,[A] Live,5th,City,5th,R8,v1
2026-02,2026,[02] February,"City of Maasin, Southern Leyte",[1] Live,[A] Live,4th,City,4th,R8,v1
2026-02,2026,[02] February,"Gandara, Samar",[2] UAT,[B] Developmental,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Guiuan, Eastern Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Hilongos, Leyte",[2] UAT,[B] Developmental,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Hindang, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Inopacan, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Javier, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Jiabong, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Kananga, Leyte",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-02,2026,[02] February,"Kawayan, Biliran",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R8,
2026-02,2026,[02] February,"La Paz, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Leyte, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Liloan, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Macrohon, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Malitbog, Southern Leyte",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Mayorga, Leyte",[2] UAT,[B] Developmental,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Motiong, Samar",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Naval, Biliran",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Padre Burgos, Southern Leyte",[2] UAT,[B] Developmental,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Palo, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"Pambujan, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Paranas, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Pastrana, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"San Juan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"San Roque, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Santa Rita, Samar",[2] UAT,[B] Developmental,3rd,Mun,3rd,R8,v1
2026-02,2026,[02] February,"Sogod, Southern Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-02,2026,[02] February,"Sulat, Eastern Samar",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Taft, Eastern Samar",[2] UAT,[B] Developmental,4th,Mun,4th,R8,v1
2026-02,2026,[02] February,"Tomas Oppus, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-02,2026,[02] February,"Aborlan, Palawan",[3] System Setup,[B] Developmental,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Alcantara, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Baco, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Banton, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-02,2026,[02] February,"Busuanga, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Calintaan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Coron, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"El Nido, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Ferrol, Romblon",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-02,2026,[02] February,"Gloria, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Looc, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-02,2026,[02] February,"Pinamalayan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"Rizal, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-02,2026,[02] February,"Sablayan, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-02,2026,[02] February,"San Jose, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
