ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,LEVEL,INCOME CLASS,DICT RO,SORT
[2023-12] 04-056-20-000,2023-12,2023,[12] December,"Infanta, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-20-000,Infanta,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-01] 04-056-20-000,2024-01,2024,[01] January,"Infanta, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-20-000,Infanta,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-02] 04-056-20-000,2024-02,2024,[02] February,"Infanta, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-20-000,Infanta,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-03] 04-056-20-000,2024-03,2024,[03] March,"Infanta, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-20-000,Infanta,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-04] 04-056-20-000,2024-04,2024,[04] April,"Infanta, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-20-000,Infanta,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-05] 04-056-20-000,2024-05,2024,[05] May,"Infanta, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-20-000,Infanta,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2023-08] 17-052-09-000,2023-08,2024,[06] June,"Infanta, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-20-000,Infanta,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2024-07] 04-056-20-000,2024-07,2024,[07] July,"Infanta, Quezon",[1] Operational,,,,,[A] Operational,B,04-056-20-000,Infanta,Quezon,Region IV-A (CALABARZON),Municipality,1st,R4A,F
[2023-12] 08-037-21-000,2023-12,2023,[12] December,"Inopacan, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-21-000,Inopacan,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2024-01] 08-037-21-000,2024-01,2024,[01] January,"Inopacan, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-21-000,Inopacan,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2024-02] 08-037-21-000,2024-02,2024,[02] February,"Inopacan, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-21-000,Inopacan,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2024-03] 08-037-21-000,2024-03,2024,[03] March,"Inopacan, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-21-000,Inopacan,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2024-04] 08-037-21-000,2024-04,2024,[04] April,"Inopacan, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-21-000,Inopacan,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2024-05] 08-037-21-000,2024-05,2024,[05] May,"Inopacan, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-21-000,Inopacan,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2024-06] 08-037-21-000,2024-06,2024,[06] June,"Inopacan, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-21-000,Inopacan,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2024-07] 08-037-21-000,2024-07,2024,[07] July,"Inopacan, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-21-000,Inopacan,Leyte,Region VIII (Eastern Visayas),Municipality,4th,R8,K
[2023-12] 10-043-11-000,2023-12,2023,[12] December,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-01] 10-043-11-000,2024-01,2024,[01] January,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-02] 10-043-11-000,2024-02,2024,[02] February,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-03] 10-043-11-000,2024-03,2024,[03] March,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-04] 10-043-11-000,2024-04,2024,[04] April,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-05] 10-043-11-000,2024-05,2024,[05] May,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-06] 10-043-11-000,2024-06,2024,[06] June,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-07] 10-043-11-000,2024-07,2024,[07] July,"Jasaan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-11-000,Jasaan,Misamis Oriental,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-04] 08-060-09-000,2024-04,2024,[04] April,"Jiabong, Samar",[1] Operational,,,,,[A] Operational,B,08-060-09-000,Jiabong,Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-05] 08-060-09-000,2024-05,2024,[05] May,"Jiabong, Samar",[1] Operational,,,,,[A] Operational,B,08-060-09-000,Jiabong,Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-06] 08-060-09-000,2024-06,2024,[06] June,"Jiabong, Samar",[1] Operational,,,,,[A] Operational,B,08-060-09-000,Jiabong,Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-07] 08-060-09-000,2024-07,2024,[07] July,"Jiabong, Samar",[1] Operational,,,,,[A] Operational,B,08-060-09-000,Jiabong,Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2023-12] 02-031-15-000,2023-12,2023,[12] December,"Jones, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-15-000,Jones,Isabela,Region II (Cagayan Valley),Municipality,1st,R2,D
[2024-01] 02-031-15-000,2024-01,2024,[01] January,"Jones, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-15-000,Jones,Isabela,Region II (Cagayan Valley),Municipality,1st,R2,D
[2024-02] 02-031-15-000,2024-02,2024,[02] February,"Jones, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-15-000,Jones,Isabela,Region II (Cagayan Valley),Municipality,1st,R2,D
[2024-03] 02-031-15-000,2024-03,2024,[03] March,"Jones, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-15-000,Jones,Isabela,Region II (Cagayan Valley),Municipality,1st,R2,D
[2024-04] 02-031-15-000,2024-04,2024,[04] April,"Jones, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-15-000,Jones,Isabela,Region II (Cagayan Valley),Municipality,1st,R2,D
[2024-05] 02-031-15-000,2024-05,2024,[05] May,"Jones, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-15-000,Jones,Isabela,Region II (Cagayan Valley),Municipality,1st,R2,D
[2024-06] 02-031-15-000,2024-06,2024,[06] June,"Jones, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-15-000,Jones,Isabela,Region II (Cagayan Valley),Municipality,1st,R2,D
[2024-07] 02-031-15-000,2024-07,2024,[07] July,"Jones, Isabela",[1] Operational,,,,,[A] Operational,A,02-031-15-000,Jones,Isabela,Region II (Cagayan Valley),Municipality,1st,R2,D
[2024-01] 09-073-37-000,2024-01,2024,[01] January,"Josefina, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,B,09-073-37-000,Josefina,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,5th*,R9,L
[2024-02] 09-073-37-000,2024-02,2024,[02] February,"Josefina, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,B,09-073-37-000,Josefina,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,5th*,R9,L
[2024-03] 09-073-37-000,2024-03,2024,[03] March,"Josefina, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,B,09-073-37-000,Josefina,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,5th*,R9,L
[2024-04] 09-073-37-000,2024-04,2024,[04] April,"Josefina, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,B,09-073-37-000,Josefina,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,5th*,R9,L
[2024-05] 09-073-37-000,2024-05,2024,[05] May,"Josefina, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,B,09-073-37-000,Josefina,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,5th*,R9,L
[2024-06] 09-073-37-000,2024-06,2024,[06] June,"Josefina, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,B,09-073-37-000,Josefina,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,5th*,R9,L
[2024-07] 09-073-37-000,2024-07,2024,[07] July,"Josefina, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,B,09-073-37-000,Josefina,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,5th*,R9,L
[2023-12] 12-047-03-000,2023-12,2023,[12] December,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-01] 12-047-03-000,2024-01,2024,[01] January,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-02] 12-047-03-000,2024-02,2024,[02] February,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-03] 12-047-03-000,2024-03,2024,[03] March,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-04] 12-047-03-000,2024-04,2024,[04] April,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-05] 12-047-03-000,2024-05,2024,[05] May,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-06] 12-047-03-000,2024-06,2024,[06] June,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2024-07] 12-047-03-000,2024-07,2024,[07] July,"Kabacan, Cotabato",[1] Operational,,,,,[A] Operational,B,12-047-03-000,Kabacan,Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,Q
[2023-12] 09-083-06-000,2023-12,2023,[12] December,"Kabasalan, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,A,09-083-06-000,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,2nd,R9,L
[2024-01] 09-083-06-000,2024-01,2024,[01] January,"Kabasalan, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,A,09-083-06-000,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,2nd,R9,L
[2024-02] 09-083-06-000,2024-02,2024,[02] February,"Kabasalan, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,A,09-083-06-000,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,2nd,R9,L
[2024-03] 09-083-06-000,2024-03,2024,[03] March,"Kabasalan, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,A,09-083-06-000,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,2nd,R9,L
[2024-04] 09-083-06-000,2024-04,2024,[04] April,"Kabasalan, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,A,09-083-06-000,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,2nd,R9,L
[2024-05] 09-083-06-000,2024-05,2024,[05] May,"Kabasalan, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,A,09-083-06-000,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,2nd,R9,L
[2024-06] 09-083-06-000,2024-06,2024,[06] June,"Kabasalan, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,A,09-083-06-000,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,2nd,R9,L
[2024-07] 09-083-06-000,2024-07,2024,[07] July,"Kabasalan, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,A,09-083-06-000,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,2nd,R9,L
[2023-12] 08-037-26-000,2023-12,2023,[12] December,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2024-01] 08-037-26-000,2024-01,2024,[01] January,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2024-02] 08-037-26-000,2024-02,2024,[02] February,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2024-03] 08-037-26-000,2024-03,2024,[03] March,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2024-04] 08-037-26-000,2024-04,2024,[04] April,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2024-05] 08-037-26-000,2024-05,2024,[05] May,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2024-06] 08-037-26-000,2024-06,2024,[06] June,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2024-07] 08-037-26-000,2024-07,2024,[07] July,"Kananga, Leyte",[1] Operational,,,,,[A] Operational,B,08-037-26-000,Kananga,Leyte,Region VIII (Eastern Visayas),Municipality,1st,R8,K
[2024-05] 10-035-05-000,2024-05,2024,[05] May,"Kapatagan, Lanao del Norte",[1] Operational,,,,,[A] Operational,B,10-035-05-000,Kapatagan,Lanao del Norte,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-06] 10-035-05-000,2024-06,2024,[06] June,"Kapatagan, Lanao del Norte",[1] Operational,,,,,[A] Operational,B,10-035-05-000,Kapatagan,Lanao del Norte,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-07] 10-035-05-000,2024-07,2024,[07] July,"Kapatagan, Lanao del Norte",[1] Operational,,,,,[A] Operational,B,10-035-05-000,Kapatagan,Lanao del Norte,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2023-12] 08-078-06-000,2023-12,2023,[12] December,"Kawayan, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-01] 08-078-06-000,2024-01,2024,[01] January,"Kawayan, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-02] 08-078-06-000,2024-02,2024,[02] February,"Kawayan, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-03] 08-078-06-000,2024-03,2024,[03] March,"Kawayan, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-04] 08-078-06-000,2024-04,2024,[04] April,"Kawayan, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-05] 08-078-06-000,2024-05,2024,[05] May,"Kawayan, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-06] 08-078-06-000,2024-06,2024,[06] June,"Kawayan, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-07] 08-078-06-000,2024-07,2024,[07] July,"Kawayan, Biliran",[1] Operational,,,,,[A] Operational,B,08-078-06-000,Kawayan,Biliran,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2023-12] 10-013-08-000,2023-12,2023,[12] December,"Kibawe, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-08-000,Kibawe,Bukidnon,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-01] 10-013-08-000,2024-01,2024,[01] January,"Kibawe, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-08-000,Kibawe,Bukidnon,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-02] 10-013-08-000,2024-02,2024,[02] February,"Kibawe, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-08-000,Kibawe,Bukidnon,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-03] 10-013-08-000,2024-03,2024,[03] March,"Kibawe, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-08-000,Kibawe,Bukidnon,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-04] 10-013-08-000,2024-04,2024,[04] April,"Kibawe, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-08-000,Kibawe,Bukidnon,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-05] 10-013-08-000,2024-05,2024,[05] May,"Kibawe, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-08-000,Kibawe,Bukidnon,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-06] 10-013-08-000,2024-06,2024,[06] June,"Kibawe, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-08-000,Kibawe,Bukidnon,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2024-07] 10-013-08-000,2024-07,2024,[07] July,"Kibawe, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-08-000,Kibawe,Bukidnon,Region X (Northern Mindanao),Municipality,2nd,R10,N
[2023-12] 09-072-05-000,2023-12,2023,[12] December,"Labason, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-05-000,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,L
[2024-01] 09-072-05-000,2024-01,2024,[01] January,"Labason, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-05-000,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,L
[2024-02] 09-072-05-000,2024-02,2024,[02] February,"Labason, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-05-000,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,L
[2024-03] 09-072-05-000,2024-03,2024,[03] March,"Labason, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-05-000,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,L
[2024-04] 09-072-05-000,2024-04,2024,[04] April,"Labason, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-05-000,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,L
[2024-05] 09-072-05-000,2024-05,2024,[05] May,"Labason, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-05-000,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,L
[2024-06] 09-072-05-000,2024-06,2024,[06] June,"Labason, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-05-000,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,L
[2024-07] 09-072-05-000,2024-07,2024,[07] July,"Labason, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,B,09-072-05-000,Labason,Zamboanga del Norte,Region IX (Zamboanga Peninsula),Municipality,3rd,R9,L
[2024-05] 10-043-14-000,2024-05,2024,[05] May,"Laguindingan, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-14-000,Laguindingan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2024-06] 10-043-14-000,2024-06,2024,[06] June,"Laguindingan, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-14-000,Laguindingan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2024-07] 10-043-14-000,2024-07,2024,[07] July,"Laguindingan, Misamis Oriental",[1] Operational,,,,,[A] Operational,B,10-043-14-000,Laguindingan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,N
[2024-03] 14-027-05-000,2024-03,2024,[03] March,"Lamut, Ifugao",[2] Ongoing Testing and Data Build-up,25%,,,,[B] Developmental,B,14-027-05-000,Lamut,Ifugao,Cordillera Administrative Region (CAR),Municipality,4th,CAR,B
[2024-04] 14-027-05-000,2024-04,2024,[04] April,"Lamut, Ifugao",[2] Ongoing Testing and Data Build-up,25%,,,,[B] Developmental,B,14-027-05-000,Lamut,Ifugao,Cordillera Administrative Region (CAR),Municipality,4th,CAR,B
[2024-05] 14-027-05-000,2024-05,2024,[05] May,"Lamut, Ifugao",[1] Operational,,,,,[A] Operational,B,14-027-05-000,Lamut,Ifugao,Cordillera Administrative Region (CAR),Municipality,4th,CAR,B
[2024-06] 14-027-05-000,2024-06,2024,[06] June,"Lamut, Ifugao",[1] Operational,,,,,[A] Operational,B,14-027-05-000,Lamut,Ifugao,Cordillera Administrative Region (CAR),Municipality,4th,CAR,B
[2024-07] 14-027-05-000,2024-07,2024,[07] July,"Lamut, Ifugao",[1] Operational,,,,,[A] Operational,B,14-027-05-000,Lamut,Ifugao,Cordillera Administrative Region (CAR),Municipality,4th,CAR,B
[2023-12] 08-048-09-000,2023-12,2023,[12] December,"Lapinig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-09-000,Lapinig,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-01] 08-048-09-000,2024-01,2024,[01] January,"Lapinig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-09-000,Lapinig,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-02] 08-048-09-000,2024-02,2024,[02] February,"Lapinig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-09-000,Lapinig,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-03] 08-048-09-000,2024-03,2024,[03] March,"Lapinig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-09-000,Lapinig,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-04] 08-048-09-000,2024-04,2024,[04] April,"Lapinig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-09-000,Lapinig,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-05] 08-048-09-000,2024-05,2024,[05] May,"Lapinig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-09-000,Lapinig,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-06] 08-048-09-000,2024-06,2024,[06] June,"Lapinig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-09-000,Lapinig,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2024-07] 08-048-09-000,2024-07,2024,[07] July,"Lapinig, Northern Samar",[1] Operational,,,,,[A] Operational,B,08-048-09-000,Lapinig,Northern Samar,Region VIII (Eastern Visayas),Municipality,5th,R8,K
[2023-12] 16-002-07-000,2023-12,2023,[12] December,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,B,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2024-01] 16-002-07-000,2024-01,2024,[01] January,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,B,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2024-02] 16-002-07-000,2024-02,2024,[02] February,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,B,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2024-03] 16-002-07-000,2024-03,2024,[03] March,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,B,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2024-04] 16-002-07-000,2024-04,2024,[04] April,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,B,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2024-05] 16-002-07-000,2024-05,2024,[05] May,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,B,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2024-06] 16-002-07-000,2024-06,2024,[06] June,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,B,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2024-07] 16-002-07-000,2024-07,2024,[07] July,"Las Nieves, Agusan del Norte",[1] Operational,,,,,[A] Operational,B,16-002-07-000,Las Nieves,Agusan del Norte,Region XIII (Caraga),Municipality,2nd,R13,O
[2023-12] 08-026-12-000,2023-12,2023,[12] December,"Lawaan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-12-000,Lawaan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-01] 08-026-12-000,2024-01,2024,[01] January,"Lawaan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-12-000,Lawaan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-02] 08-026-12-000,2024-02,2024,[02] February,"Lawaan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-12-000,Lawaan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-03] 08-026-12-000,2024-03,2024,[03] March,"Lawaan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-12-000,Lawaan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
[2024-04] 08-026-12-000,2024-04,2024,[04] April,"Lawaan, Eastern Samar",[1] Operational,,,,,[A] Operational,B,08-026-12-000,Lawaan,Eastern Samar,Region VIII (Eastern Visayas),Municipality,5th*,R8,K
